,Unnamed: 0,City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
4395,4395,Bengaluru,2015-04-12,19.72,118.12710293078102,1.81,4.97,5.51,34.85,2.65,5.16,44.53,0.17,2.65,3.0701278234985114,122.0,Moderate
4396,4396,Bengaluru,2015-04-13,17.03,118.12710293078102,2.17,8.53,9.95,34.3,2.23,2.75,39.03,3.2808403045005514,2.62,3.0701278234985114,85.0,Satisfactory
4405,4405,Bengaluru,2015-04-22,23.81,118.12710293078102,4.01,6.21,13.57,5.42,2.2485982090855985,26.42,32.79,0.22,8.700972080037232,3.0701278234985114,47.0,Good
4408,4408,Bengaluru,2015-04-25,19.59,118.12710293078102,4.35,8.42,12.28,17.93,3.1,26.92,157.2,3.2808403045005514,2.17,3.0701278234985114,44.0,Good
4410,4410,Bengaluru,2015-04-27,24.62,118.12710293078102,3.77,7.74,11.71,13.92,1.26,18.89,65.38,3.2808403045005514,1.36,3.0701278234985114,156.0,Moderate
4418,4418,Bengaluru,2015-05-05,40.37,118.12710293078102,9.03,20.7,13.3,5.94,0.0,8.6,36.56,37.07,9.99,3.0701278234985114,75.0,Satisfactory
4423,4423,Bengaluru,2015-05-10,40.81,118.12710293078102,6.5,29.77,14.91,14.21,2.57,3.46,32.11,5.2,1.96,3.0701278234985114,71.0,Satisfactory
4437,4437,Bengaluru,2015-05-24,28.17,118.12710293078102,4.91,17.13,10.15,5.01,9.13,3.98,23.52,4.39,1.3,3.0701278234985114,156.0,Moderate
4439,4439,Bengaluru,2015-05-26,28.01,118.12710293078102,2.74,12.85,9.33,0.28,4.21,3.92,23.36,4.69,1.44,3.0701278234985114,158.0,Moderate
4441,4441,Bengaluru,2015-05-28,48.08,118.12710293078102,12.38,41.16,23.43,4.91,1.22,0.96,42.06,3.54,0.86,3.0701278234985114,97.0,Satisfactory
4443,4443,Bengaluru,2015-05-30,26.15,118.12710293078102,0.95,14.82,10.67,5.61,4.52,7.13,54.35,4.81,3.22,3.0701278234985114,147.0,Moderate
4449,4449,Bengaluru,2015-06-05,22.41,118.12710293078102,2.59,14.61,19.41,18.87,5.65,5.85,27.39,2.89,0.84,3.0701278234985114,130.0,Moderate
4451,4451,Bengaluru,2015-06-07,12.69,118.12710293078102,4.38,25.18,27.39,28.0,4.45,4.22,19.63,2.71,1.93,3.0701278234985114,74.0,Satisfactory
4455,4455,Bengaluru,2015-06-11,14.56,118.12710293078102,3.34,17.32,8.95,20.88,1.54,11.59,15.75,4.79,1.46,3.0701278234985114,66.0,Satisfactory
4460,4460,Bengaluru,2015-06-16,22.94,118.12710293078102,2.88,10.09,5.6,9.22,3.74,1.58,13.24,1.66,1.72,3.0701278234985114,136.0,Moderate
4461,4461,Bengaluru,2015-06-17,19.54,118.12710293078102,2.19,11.09,5.01,7.0,2.0,4.12,13.5,2.96,2.08,3.0701278234985114,67.0,Satisfactory
4462,4462,Bengaluru,2015-06-18,22.68,118.12710293078102,2.8,18.7,9.83,8.31,1.3,1.35,16.42,5.04,1.3,3.0701278234985114,45.0,Good
4467,4467,Bengaluru,2015-06-23,17.47,118.12710293078102,1.74,7.27,4.01,10.32,2.08,7.51,10.97,0.12,1.56,3.0701278234985114,107.0,Moderate
4469,4469,Bengaluru,2015-06-25,13.58,118.12710293078102,2.0,5.38,3.37,7.95,2.83,5.49,11.83,0.13,1.74,3.0701278234985114,107.0,Moderate
4470,4470,Bengaluru,2015-06-26,14.52,118.12710293078102,1.14,6.1,3.71,7.5,1.75,4.41,13.27,0.1,1.34,3.0701278234985114,70.0,Satisfactory
4472,4472,Bengaluru,2015-06-28,20.99,118.12710293078102,0.72,4.38,1.91,6.3,2.03,2.53,15.42,0.24,2.47,3.0701278234985114,160.0,Moderate
4473,4473,Bengaluru,2015-06-29,22.26,118.12710293078102,1.23,7.02,3.74,7.68,5.28,7.62,10.29,0.13,2.23,3.0701278234985114,209.0,Poor
4476,4476,Bengaluru,2015-07-02,20.24,118.12710293078102,2.26,11.59,6.83,6.42,2.58,5.12,11.01,0.12,1.38,3.0701278234985114,162.0,Moderate
4480,4480,Bengaluru,2015-07-06,19.27,118.12710293078102,2.21,8.79,6.36,26.67,26.99,2.54,8.96,0.13,24.39,3.0701278234985114,309.0,Very Poor
4484,4484,Bengaluru,2015-07-10,12.84,118.12710293078102,7.5,10.1,9.4,21.54,15.1,3.25,5.4,16.71,3.02,3.0701278234985114,160.0,Moderate
4489,4489,Bengaluru,2015-07-15,24.09,118.12710293078102,5.64,17.43,12.1,6.08,9.91,4.49,5.49,23.09,3.81,3.0701278234985114,176.0,Moderate
4498,4498,Bengaluru,2015-07-24,18.38,118.12710293078102,3.82,9.48,7.7,9.15,16.46,10.54,6.49,18.55,3.04,3.0701278234985114,268.0,Poor
4503,4503,Bengaluru,2015-07-29,19.04,118.12710293078102,3.67,12.67,9.08,29.6,1.5,4.9,5.82,18.71,2.1,3.0701278234985114,66.0,Satisfactory
4504,4504,Bengaluru,2015-07-30,24.43,118.12710293078102,4.59,11.52,7.93,11.73,1.86,3.15,5.42,19.79,1.96,3.0701278234985114,105.0,Moderate
4506,4506,Bengaluru,2015-08-01,18.18,118.12710293078102,4.06,20.21,11.77,10.3,9.97,2.43,3.38,16.15,3.28,3.0701278234985114,97.0,Satisfactory
4507,4507,Bengaluru,2015-08-02,15.52,118.12710293078102,3.48,9.54,6.15,9.26,37.73,1.86,4.83,13.6,7.99,3.0701278234985114,257.0,Poor
4509,4509,Bengaluru,2015-08-04,15.85,118.12710293078102,5.74,10.66,8.17,10.75,9.92,2.6,5.24,14.1,1.8,3.0701278234985114,95.0,Satisfactory
4513,4513,Bengaluru,2015-08-08,46.86,118.12710293078102,2.62,8.46,5.62,23.31,20.25,3.78,3.98,15.6,1.79,3.0701278234985114,97.0,Satisfactory
4517,4517,Bengaluru,2015-08-12,16.64,118.12710293078102,3.45,7.44,5.58,22.52,29.16,7.22,6.76,9.26,209.77,3.0701278234985114,128.0,Moderate
4518,4518,Bengaluru,2015-08-13,14.99,118.12710293078102,4.81,6.61,6.6,22.0,34.69,2.51,6.11,5.02,112.27,3.0701278234985114,217.0,Poor
4519,4519,Bengaluru,2015-08-14,20.21,118.12710293078102,4.54,14.73,12.48,23.64,35.05,6.15,5.86,3.15,71.16,3.0701278234985114,277.0,Poor
4520,4520,Bengaluru,2015-08-15,18.04,118.12710293078102,1.93,13.63,9.32,18.87,16.67,2.49,10.04,1.89,42.61,3.0701278234985114,176.0,Moderate
4523,4523,Bengaluru,2015-08-18,27.31,118.12710293078102,4.58,19.73,12.9,38.79,21.83,2.85,3.75,2.18,23.34,3.0701278234985114,229.0,Poor
4536,4536,Bengaluru,2015-08-31,23.42,118.12710293078102,2.6,6.47,5.25,33.9,5.77,1.24,17.22,3.2808403045005514,8.700972080037232,3.0701278234985114,92.0,Satisfactory
4538,4538,Bengaluru,2015-09-02,23.54,118.12710293078102,1.75,9.49,6.09,26.12,1.19,2.18,11.57,3.2808403045005514,1.19,3.0701278234985114,43.0,Good
4539,4539,Bengaluru,2015-09-03,24.49,118.12710293078102,2.5,12.59,8.41,31.79,1.42,2.49,14.5,3.2808403045005514,1.12,3.0701278234985114,52.0,Satisfactory
4541,4541,Bengaluru,2015-09-05,27.38,118.12710293078102,6.79,17.6,14.32,54.9,1.47,2.63,38.49,3.2808403045005514,1.53,3.0701278234985114,73.0,Satisfactory
4543,4543,Bengaluru,2015-09-07,16.34,118.12710293078102,4.12,12.0,9.25,32.04,9.83,3.08,21.21,3.2808403045005514,48.65,3.0701278234985114,179.0,Moderate
4546,4546,Bengaluru,2015-09-10,15.21,118.12710293078102,6.53,12.29,11.26,36.3,1.2,3.26,5.01,3.2808403045005514,1.2,3.0701278234985114,65.0,Satisfactory
4550,4550,Bengaluru,2015-09-14,14.99,118.12710293078102,5.5,12.44,10.43,31.7,18.85,2.19,12.68,3.2808403045005514,24.96,3.0701278234985114,175.0,Moderate
4553,4553,Bengaluru,2015-09-17,10.93,118.12710293078102,2.64,9.78,6.94,19.64,1.7,1.92,10.45,3.2808403045005514,2.95,3.0701278234985114,52.0,Satisfactory
4560,4560,Bengaluru,2015-09-24,29.1,118.12710293078102,3.31,22.47,15.65,34.28,2.39,2.37,16.37,3.2808403045005514,2.26,3.0701278234985114,89.0,Satisfactory
4565,4565,Bengaluru,2015-09-29,31.36,118.12710293078102,5.95,33.02,21.34,41.39,2.09,1.72,20.18,3.2808403045005514,2.23,3.0701278234985114,100.0,Satisfactory
4566,4566,Bengaluru,2015-09-30,35.5,118.12710293078102,6.74,31.34,21.07,29.39,2.71,1.3,14.05,3.2808403045005514,2.05,3.0701278234985114,117.0,Moderate
4569,4569,Bengaluru,2015-10-03,13.97,118.12710293078102,2.64,19.24,11.96,19.73,1.67,1.6,18.98,3.2808403045005514,1.68,3.0701278234985114,101.0,Moderate
4571,4571,Bengaluru,2015-10-05,28.7,118.12710293078102,6.17,23.13,16.54,31.01,1.96,2.64,10.81,3.2808403045005514,2.18,3.0701278234985114,92.0,Satisfactory
4572,4572,Bengaluru,2015-10-06,35.04,118.12710293078102,6.66,19.67,15.11,24.52,1.7,4.52,15.74,3.2808403045005514,1.7,3.0701278234985114,98.0,Satisfactory
4577,4577,Bengaluru,2015-10-11,10.02,118.12710293078102,4.91,19.3,13.76,33.5,3.38,2.26,9.49,3.2808403045005514,3.87,3.0701278234985114,110.0,Moderate
4580,4580,Bengaluru,2015-10-14,31.78,118.12710293078102,11.48,58.6,38.5,39.7,2.5,2.57,11.44,3.2808403045005514,4.46,3.0701278234985114,144.0,Moderate
4585,4585,Bengaluru,2015-10-19,42.02,118.12710293078102,8.97,27.41,19.27,21.37,1.5,2.71,6.43,3.2808403045005514,1.33,3.0701278234985114,76.0,Satisfactory
4586,4586,Bengaluru,2015-10-20,43.32,118.12710293078102,4.93,22.4,19.72,5.65,3.91,3.1,13.06,3.2808403045005514,5.43,3.0701278234985114,164.0,Moderate
4587,4587,Bengaluru,2015-10-21,42.64,118.12710293078102,2.42,21.57,19.75,20.88,1.14,2.14,14.4,3.2808403045005514,1.12,3.0701278234985114,88.0,Satisfactory
4592,4592,Bengaluru,2015-10-26,47.1,118.12710293078102,3.11,26.73,23.93,37.44,1.19,2.27,32.67,3.2808403045005514,1.19,3.0701278234985114,74.0,Satisfactory
4596,4596,Bengaluru,2015-10-30,31.78,118.12710293078102,3.59,15.26,14.53,31.65,3.63,1.55,17.27,3.2808403045005514,1.1,3.0701278234985114,110.0,Moderate
4597,4597,Bengaluru,2015-10-31,25.77,118.12710293078102,1.83,23.3,16.35,49.74,2.63,3.37,14.45,3.2808403045005514,10.38,3.0701278234985114,191.0,Moderate
4599,4599,Bengaluru,2015-11-02,28.56,118.12710293078102,6.9,18.2,14.16,23.29,1.36,2.51,12.65,1.95,4.46,3.0701278234985114,54.0,Satisfactory
4603,4603,Bengaluru,2015-11-06,37.22,118.12710293078102,3.66,13.89,9.7,32.2,1.21,2.01,8.07,3.02,14.41,3.0701278234985114,67.0,Satisfactory
4606,4606,Bengaluru,2015-11-09,34.92,118.12710293078102,0.87,10.21,5.52,18.46,2.2485982090855985,1.72,32.86,1.28,3.29,3.0701278234985114,59.0,Satisfactory
4616,4616,Bengaluru,2015-11-19,21.99,39.86,7.08,16.44,19.51,41.96,1.73,2.95,9.98,1.52,2.38,3.0701278234985114,103.0,Moderate
4619,4619,Bengaluru,2015-11-22,16.97,15.69,3.07,10.57,12.6,13.92,0.83,2.6,34.49143047551808,3.2808403045005514,1.06,3.0701278234985114,61.0,Satisfactory
4622,4622,Bengaluru,2015-11-25,34.39,36.29,8.38,28.8,32.28,32.75,2.48,3.76,14.63,1.32,3.17,3.0701278234985114,141.0,Moderate
4625,4625,Bengaluru,2015-11-28,44.94,114.34,8.47,28.1,29.37,32.75,2.3,4.7,29.1,1.56,2.38,3.0701278234985114,147.0,Moderate
4626,4626,Bengaluru,2015-11-29,29.35,75.79,5.72,21.21,21.4,19.08,1.55,4.55,29.03,1.01,1.15,3.0701278234985114,87.0,Satisfactory
4627,4627,Bengaluru,2015-11-30,15.34,53.7,8.46,22.22,24.6,21.4,1.13,4.45,8.84,1.11,2.53,3.0701278234985114,56.0,Satisfactory
4634,4634,Bengaluru,2015-12-07,41.16,85.25,10.04,34.42,23.91,46.07,1.88,5.24,27.26,0.88,1.7,3.0701278234985114,65.0,Satisfactory
4636,4636,Bengaluru,2015-12-09,48.01,78.58,16.65,39.78,31.61,46.15,1.84,4.86,6.32,1.16,1.49,3.0701278234985114,94.0,Satisfactory
4639,4639,Bengaluru,2015-12-12,50.19,73.43,18.73,57.62,31.41,20.93,1.78,5.34,2.33,1.29,1.39,3.0701278234985114,99.0,Satisfactory
4641,4641,Bengaluru,2015-12-14,52.06,56.71,13.51,27.66,21.45,11.98,1.33,4.38,1.87,1.29,1.6,3.0701278234985114,85.0,Satisfactory
4644,4644,Bengaluru,2015-12-17,41.04,62.41,10.15,40.72,26.28,22.39,1.55,5.21,17.03,0.97,1.28,3.0701278234985114,95.0,Satisfactory
4649,4649,Bengaluru,2015-12-22,49.54,84.48,22.95,65.66,49.45,34.27,1.32,5.61,20.0,1.96,1.69,3.0701278234985114,104.0,Moderate
4650,4650,Bengaluru,2015-12-23,49.42,74.68,20.35,55.38,42.2,36.34,1.62,5.47,24.06,1.58,1.24,3.0701278234985114,96.0,Satisfactory
4653,4653,Bengaluru,2015-12-26,57.15,63.84,15.88,42.79,31.61,18.88,1.2,5.44,41.39,1.12,1.16,3.0701278234985114,109.0,Moderate
4655,4655,Bengaluru,2015-12-28,85.66,83.91,22.68,56.3,42.44,41.98,1.77,6.01,59.5,1.21,1.05,3.0701278234985114,149.0,Moderate
4658,4658,Bengaluru,2015-12-31,71.06,74.39,20.87,61.97,44.85,26.49,1.49,7.22,36.94,1.53,1.18,3.0701278234985114,131.0,Moderate
4659,4659,Bengaluru,2016-01-01,56.4,95.08,13.8,51.73,34.31,14.68,0.69,7.44,55.96,0.91,0.78,3.0701278234985114,101.0,Moderate
4663,4663,Bengaluru,2016-01-05,70.15,105.12,23.56,79.43,56.05,16.97,0.85,9.41,36.94,1.92,1.26,3.0701278234985114,114.0,Moderate
4664,4664,Bengaluru,2016-01-06,68.22,91.74,29.68,68.5,55.38,16.71,0.93,14.23,45.98,1.25,1.11,3.0701278234985114,121.0,Moderate
4666,4666,Bengaluru,2016-01-08,67.9,62.77,46.57,51.09,60.65,22.84,0.66,14.17,8.59,1.01,0.5,3.0701278234985114,117.0,Moderate
4669,4669,Bengaluru,2016-01-11,61.48,53.24,23.76,39.43,62.48,10.72,0.78,11.53,19.51,1.67,1.35,3.0701278234985114,122.0,Moderate
4672,4672,Bengaluru,2016-01-14,75.01,172.02,16.92,70.58,49.75,19.63,0.84,13.99,22.94,1.56,0.5,3.0701278234985114,152.0,Moderate
4673,4673,Bengaluru,2016-01-15,42.84,160.87,11.69,50.76,34.73,23.483476019371977,0.78,17.8,25.71,1.14,0.28,3.0701278234985114,119.0,Moderate
4674,4674,Bengaluru,2016-01-16,77.23,235.32,35.73,83.2,94.37,16.11,1.02,15.22,22.72,1.36,0.69,3.0701278234985114,130.0,Moderate
4679,4679,Bengaluru,2016-01-21,53.45,62.27,44.68,34.63,50.76,43.57,0.93,18.54,20.57,0.62,0.52,3.0701278234985114,117.0,Moderate
4681,4681,Bengaluru,2016-01-23,57.91,133.63,33.73,29.72,40.25,16.27,1.08,11.77,11.02,0.81,0.34,3.0701278234985114,146.0,Moderate
4684,4684,Bengaluru,2016-01-26,54.34,108.47,7.72,45.69,28.2,17.79,1.04,8.68,26.95,0.63,0.59,3.0701278234985114,104.0,Moderate
4685,4685,Bengaluru,2016-01-27,54.33,76.37,14.67,41.42,32.76,20.6,1.05,8.73,17.6,0.89,0.7,3.0701278234985114,91.0,Satisfactory
4689,4689,Bengaluru,2016-01-31,119.16,218.27,15.82,48.59,36.49,33.27,1.32,6.07,23.3,2.02,0.94,3.0701278234985114,183.0,Moderate
4691,4691,Bengaluru,2016-02-02,76.8,159.14,17.4,55.92,41.2,27.39,1.39,5.9,15.86,1.84,0.73,3.0701278234985114,156.0,Moderate
4693,4693,Bengaluru,2016-02-04,74.6,152.36,10.79,49.76,32.57,22.79,1.6,5.13,28.21,1.67,0.75,3.0701278234985114,141.0,Moderate
4695,4695,Bengaluru,2016-02-06,63.42,169.11,5.2,45.84,25.16,19.25,1.81,3.74,32.4,0.8,0.56,3.0701278234985114,154.0,Moderate
4698,4698,Bengaluru,2016-02-09,85.33,223.57,6.7,59.41,30.85,20.89,2.19,9.71,35.63,0.88,0.7,3.0701278234985114,175.0,Moderate
4702,4702,Bengaluru,2016-02-13,85.96,146.45,8.34,56.54,33.17,17.34,1.69,4.73,63.27,1.21,0.56,3.0701278234985114,160.0,Moderate
4714,4714,Bengaluru,2016-02-25,66.98,100.6,9.08,37.3,25.34,27.07,0.73,6.91,64.9,0.89,0.54,3.0701278234985114,165.0,Moderate
4717,4717,Bengaluru,2016-02-28,35.63,115.9,12.59,47.36,24.09,4.09,0.79,3.52,29.08,0.67,0.27,3.0701278234985114,88.0,Satisfactory
4720,4720,Bengaluru,2016-03-02,42.17,134.78,19.36,33.44,29.43,22.47,0.56,2.24,31.99,0.87,0.32,3.0701278234985114,132.0,Moderate
4722,4722,Bengaluru,2016-03-04,54.04,137.04,9.52,38.09,25.03,21.95,0.62,2.45,42.21,1.02,0.49,3.0701278234985114,136.0,Moderate
4724,4724,Bengaluru,2016-03-06,45.98,120.86,3.63,22.73,12.1,23.84,0.77,2.12,49.65,0.62,0.32,3.0701278234985114,135.0,Moderate
4725,4725,Bengaluru,2016-03-07,43.69,120.32,4.16,24.23,13.82,23.77,0.58,2.05,45.07,0.63,0.35,3.0701278234985114,111.0,Moderate
4726,4726,Bengaluru,2016-03-08,44.74,122.4,10.23,41.83,24.9,23.93,1.41,2.82,49.67,0.92,0.43,3.0701278234985114,135.0,Moderate
4728,4728,Bengaluru,2016-03-10,53.1,161.1,13.13,43.2,34.09,31.23,1.51,3.14,35.52,0.96,0.55,3.0701278234985114,146.0,Moderate
4733,4733,Bengaluru,2016-03-15,68.48,144.33,15.88,36.46,25.68,24.7,1.28,2.93,47.78,1.68,1.25,3.0701278234985114,175.0,Moderate
4735,4735,Bengaluru,2016-03-17,72.22,151.36,11.89,25.76,18.7,29.15,0.89,3.24,39.82,1.41,1.65,3.0701278234985114,145.0,Moderate
4743,4743,Bengaluru,2016-03-25,32.59,183.03,4.59,28.33,14.13,22.9,0.9,3.22,55.02,1.85,1.27,3.0701278234985114,137.0,Moderate
4750,4750,Bengaluru,2016-04-01,49.33,150.05,7.72,35.55,24.09,23.19,0.87,4.51,38.74,2.17,1.61,3.0701278234985114,106.0,Moderate
4751,4751,Bengaluru,2016-04-02,51.78,159.41,10.62,36.29,25.48,29.64,0.62,2.51,34.73,3.16,2.03,3.0701278234985114,112.0,Moderate
4752,4752,Bengaluru,2016-04-03,53.54,157.92,8.11,26.49,18.69,19.18,1.0,2.97,34.38,3.58,1.85,3.0701278234985114,110.0,Moderate
4754,4754,Bengaluru,2016-04-05,49.84,215.52,19.66,50.15,45.68,22.62,1.11,4.27,29.98,3.43,2.08,3.0701278234985114,118.0,Moderate
4755,4755,Bengaluru,2016-04-06,63.16,254.77,7.65,52.29,24.61,28.88,1.18,3.67,43.57,2.12,1.84,3.0701278234985114,154.0,Moderate
4759,4759,Bengaluru,2016-04-10,31.3,144.68,4.2,19.45,13.01,16.4,1.03,2.75,62.4,1.34,0.99,3.0701278234985114,112.0,Moderate
4760,4760,Bengaluru,2016-04-11,31.68,159.23,4.37,19.05,12.52,20.63,1.86,2.87,58.82,1.78,1.32,3.0701278234985114,138.0,Moderate
4762,4762,Bengaluru,2016-04-13,36.88,159.45,16.58,30.43,26.02,30.91,0.81,5.44,60.73,1.39,1.14,3.0701278234985114,118.0,Moderate
4763,4763,Bengaluru,2016-04-14,35.46,224.24,9.73,31.64,23.58,25.67,1.08,3.19,109.97,0.98,1.14,3.0701278234985114,171.0,Moderate
4764,4764,Bengaluru,2016-04-15,35.31,196.65,6.29,18.99,14.15,26.03,1.07,3.9,76.46,1.74,1.19,3.0701278234985114,156.0,Moderate
4769,4769,Bengaluru,2016-04-20,31.89,160.06,4.69,19.53,10.82,25.6,1.65,3.82,62.54,6.46,4.3,3.0701278234985114,134.0,Moderate
4772,4772,Bengaluru,2016-04-23,39.01,107.52,9.13,19.84,18.09,27.43,0.98,3.9,49.78,14.91,7.88,3.0701278234985114,107.0,Moderate
4776,4776,Bengaluru,2016-04-27,32.59,56.09,5.91,22.96,15.81,19.65,1.53,5.23,43.48,3.72,3.43,3.0701278234985114,115.0,Moderate
4777,4777,Bengaluru,2016-04-28,47.42,54.05,20.84,22.55,33.44,18.06,0.6,5.65,39.29,7.21,11.94,3.0701278234985114,74.0,Satisfactory
4778,4778,Bengaluru,2016-04-29,48.78,58.28,5.64,23.05,16.42,17.12,0.67,4.34,47.83,8.11,5.52,3.0701278234985114,88.0,Satisfactory
4779,4779,Bengaluru,2016-04-30,46.6,59.08,9.97,20.19,21.66,17.48,0.82,4.12,53.75,5.29,3.32,3.0701278234985114,86.0,Satisfactory
4781,4781,Bengaluru,2016-05-02,39.87,63.61,8.72,28.17,18.17,19.71,0.62,5.62,68.49,5.57,4.86,3.0701278234985114,99.0,Satisfactory
4783,4783,Bengaluru,2016-05-04,57.96,56.57,4.08,32.02,18.21,16.71,0.55,4.58,45.77,3.68,5.24,3.0701278234985114,102.0,Moderate
4785,4785,Bengaluru,2016-05-06,23.99,35.12,2.85,19.03,11.43,16.79,1.15,4.1,95.21,1.74,2.88,3.0701278234985114,59.0,Satisfactory
4787,4787,Bengaluru,2016-05-08,26.43,42.02,69.97,75.84,64.74,16.68,0.6,2.89,52.09,1.77,4.01,3.0701278234985114,107.0,Moderate
4788,4788,Bengaluru,2016-05-09,20.46,34.82,6.44,26.1,15.86,16.5,0.6,3.66,58.13,3.77,5.69,3.0701278234985114,95.0,Satisfactory
4789,4789,Bengaluru,2016-05-10,32.5,230.2,5.74,20.91,14.43,16.75,0.99,4.01,50.62,2.74,6.69,3.0701278234985114,72.0,Satisfactory
4790,4790,Bengaluru,2016-05-11,57.81,50.58,4.39,12.56,8.77,16.13,0.88,3.11,45.59,2.98,6.78,3.0701278234985114,91.0,Satisfactory
4793,4793,Bengaluru,2016-05-14,33.05,52.87,22.08,31.46,28.58,23.483476019371977,0.61,2.78,53.86,3.5,5.65,3.0701278234985114,78.0,Satisfactory
4798,4798,Bengaluru,2016-05-19,28.47,29.97,2.66,5.53,4.62,7.22,0.56,4.42,32.59,1.54,2.92,3.0701278234985114,46.0,Good
4803,4803,Bengaluru,2016-05-24,25.75,40.98,1.55,6.83,4.57,10.37,0.42,4.91,31.86,1.28,3.75,3.0701278234985114,50.0,Good
4805,4805,Bengaluru,2016-05-26,67.45057794890272,34.84,1.87,8.02,5.43,21.54,0.49,7.0,34.49143047551808,3.2808403045005514,1.23,3.0701278234985114,33.0,Good
4813,4813,Bengaluru,2016-06-03,67.45057794890272,33.69,2.59,10.15,6.67,23.483476019371977,0.39,1.9,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,29.0,Good
4818,4818,Bengaluru,2016-06-08,67.45057794890272,19.38,2.25,9.28,5.99,23.483476019371977,0.34,2.24,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,20.0,Good
4828,4828,Bengaluru,2016-06-18,31.98,80.7,7.93,20.46,17.06,34.41,3.8,4.05,9.69,1.59,4.16,3.0701278234985114,156.0,Moderate
4830,4830,Bengaluru,2016-06-20,27.61,72.63,9.28,21.69,16.62,37.12,2.12,4.5,10.92,1.16,1.58,3.0701278234985114,137.0,Moderate
4831,4831,Bengaluru,2016-06-21,28.24,194.62,6.57,15.81,14.49,36.79,0.47,7.48,34.49143047551808,3.2808403045005514,0.4,3.0701278234985114,71.0,Satisfactory
4839,4839,Bengaluru,2016-06-29,115.98,17.1,8.59,24.19,19.33,44.18,2.48,1.58,39.09,0.97,2.58,3.0701278234985114,174.0,Moderate
4840,4840,Bengaluru,2016-06-30,13.95,48.92,7.33,20.42,16.49,37.66,3.55,1.86,39.53,0.95,1.91,3.0701278234985114,154.0,Moderate
4845,4845,Bengaluru,2016-07-05,18.36,57.25,10.01,19.9,17.76,31.94,2.27,2.18,35.67,0.53,0.53,3.0701278234985114,83.0,Satisfactory
4847,4847,Bengaluru,2016-07-07,15.02,33.56,3.18,13.05,11.82,35.53,1.28,2.96,34.49143047551808,3.2808403045005514,2.09,3.0701278234985114,141.0,Moderate
4850,4850,Bengaluru,2016-07-10,8.98,27.9,3.12,8.98,9.0,25.57,0.38,2.23,34.49143047551808,3.2808403045005514,0.34,3.0701278234985114,30.0,Good
4853,4853,Bengaluru,2016-07-13,67.45057794890272,40.21,3.27,7.84,5.83,14.47,0.55,1.94,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,41.0,Good
4857,4857,Bengaluru,2016-07-17,67.45057794890272,42.24,10.92,20.74,17.38,12.73,0.74,1.84,34.49143047551808,3.2808403045005514,0.0,3.0701278234985114,70.0,Satisfactory
4858,4858,Bengaluru,2016-07-18,218.17,30.53,5.39,10.49,8.64,15.8,2.63,3.62,34.49143047551808,3.2808403045005514,15.69,3.0701278234985114,62.0,Satisfactory
4859,4859,Bengaluru,2016-07-19,55.51,25.62,4.49,10.06,10.14,18.58,5.8,2.87,34.49143047551808,3.2808403045005514,19.31,3.0701278234985114,308.0,Very Poor
4861,4861,Bengaluru,2016-07-21,26.7,21.82,30.59,56.7,44.21,11.35,0.48,2.77,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
4866,4866,Bengaluru,2016-07-26,32.56,118.12710293078102,4.66,4.44,7.48,10.29,1.01,1.39,34.49143047551808,3.2808403045005514,1.01,3.0701278234985114,166.4635814889336,Moderate
4867,4867,Bengaluru,2016-07-27,22.79,118.12710293078102,6.29,3.0,7.66,15.69,2.2485982090855985,4.7,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,36.0,Good
4883,4883,Bengaluru,2016-08-12,25.09,118.12710293078102,5.21,8.97,6.48,40.88,45.96,1.24,16.55,1.44,4.18,3.0701278234985114,46.0,Good
4885,4885,Bengaluru,2016-08-14,21.57,97.04,5.63,14.87,7.1,40.59,3.59,1.75,19.82,4.29,2.84,3.0701278234985114,38.0,Good
4886,4886,Bengaluru,2016-08-15,14.38,61.19,4.9,12.56,6.76,40.86,3.34,2.31,21.54,3.2808403045005514,1.08,3.0701278234985114,49.0,Good
4887,4887,Bengaluru,2016-08-16,101.09,55.19,5.23,12.41,7.33,40.69,0.56,3.03,20.49,3.2808403045005514,8.700972080037232,3.0701278234985114,71.0,Satisfactory
4889,4889,Bengaluru,2016-08-18,39.14,63.13,4.93,15.46,4.7,40.66,0.52,2.72,21.74,3.2808403045005514,8.700972080037232,3.0701278234985114,68.0,Satisfactory
4890,4890,Bengaluru,2016-08-19,41.43,18.46,5.95,18.34,1.75,40.69,0.47,2.87,26.26,3.2808403045005514,4.08,3.0701278234985114,64.0,Satisfactory
4892,4892,Bengaluru,2016-08-21,56.45,11.73,4.82,17.24,3.35,40.82,0.41,2.72,28.1,3.2808403045005514,8.700972080037232,3.0701278234985114,66.0,Satisfactory
4893,4893,Bengaluru,2016-08-22,35.4,29.35,4.85,15.82,2.91,40.19,0.22,2.88,22.79,3.2808403045005514,8.700972080037232,3.0701278234985114,45.0,Good
